frame,task_id,family,split,method,scope,direction,draw,k,gap,n_features,closed_pct,proj_pct,pred_pct
6,0,cover,test,mlp_ceiling,occluder_tokens,inject,,,0.8249359726905823,,76.89166770049614,96.15294704545269,
6,0,cover,test,attr,occluder_tokens,inject,,,0.8249359726905823,,2.7123591116816947,2.884036070770066,
6,0,cover,test,mlp_ceiling,other_tokens,inject,,,0.8249359726905823,,9.146778906468288,14.437658113040401,
6,0,cover,test,attr,other_tokens,inject,,,0.8249359726905823,,0.20686223372629042,0.23067611120446604,
6,0,screen,test,sel_capped,all,inject,,,0.17994675040245056,128,-0.6695913604662262,-0.4523573554902436,-0.2567688934504986
6,0,screen,test,rand_sel_same_norm,all,inject,0,,0.17994675040245056,128,0.3960906994041613,0.40967763003881663,
6,0,screen,test,rand_sel_same_norm,all,inject,1,,0.17994675040245056,128,-1.029536050861779,-0.9778607959042116,
6,0,screen,test,rand_sel_same_norm,all,inject,2,,0.17994675040245056,128,-1.6721980135511405,-1.610386418774372,
6,0,screen,test,sel_capped,all,remove,,,0.17994675040245056,128,-3.8949829670730907,-3.4911526111517874,-3.5683490335941315
6,0,screen,test,attr,all,inject,,,0.17994675040245056,100,-0.7449390204820716,-0.2324044499444076,0.27090529911220074
6,0,screen,test,rand_attr_same_norm,all,inject,0,,0.17994675040245056,100,1.245550894160341,1.2979769305181996,
6,0,screen,test,rand_attr_same_norm,all,inject,1,,0.17994675040245056,100,4.021084095408245,4.384881400058584,
6,0,screen,test,rand_attr_same_norm,all,inject,2,,0.17994675040245056,100,0.521877154579542,0.6107097813143706,
6,0,screen,test,attr,all,remove,,,0.17994675040245056,100,3.123238761903546,3.980350705080699,3.2814640551805496
6,0,screen,test,rand_attr_same_norm,all,remove,0,,0.17994675040245056,100,1.1846285142574242,1.2881385774452772,
6,0,screen,test,rand_attr_same_norm,all,remove,1,,0.17994675040245056,100,2.7529595424718556,3.093620404117633,
6,0,screen,test,rand_attr_same_norm,all,remove,2,,0.17994675040245056,100,1.0582375553804035,1.1875466863887252,
6,0,screen,test,mlp_ceiling,all,inject,,,0.17994675040245056,,73.92102920978448,88.89749816914885,
6,0,screen,test,mlp_ceiling,all,remove,,,0.17994675040245056,,85.41602834940181,92.84170229144391,
6,0,screen,test,all_tc,all,inject,,,0.17994675040245056,73728,-15.631554828237304,28.860030830161723,55.85823655128479
6,0,screen,test,k_attr_10,all,inject,,10,0.17994675040245056,10,0.546959917761003,0.6851598980150906,0.6283641327172518
6,0,screen,test,k_random_10,all,inject,,10,0.17994675040245056,10,-0.010433899507633626,-0.0019530071598628622,0.08470295579172671
6,0,screen,test,k_attr_30,all,inject,,30,0.17994675040245056,30,-2.486108422127753,-2.066493818863081,-2.0951231941580772
6,0,screen,test,k_random_30,all,inject,,30,0.17994675040245056,30,-0.2116094190619977,-0.1922633659076036,-0.08034261409193277
6,0,screen,test,k_attr_100,all,inject,,100,0.17994675040245056,100,-0.7449390204820716,-0.2324044499444076,0.27090529911220074
6,0,screen,test,k_random_100,all,inject,,100,0.17994675040245056,100,0.3552659973623751,0.37352016717356046,0.04318099236115813
6,0,screen,test,k_attr_300,all,inject,,300,0.17994675040245056,300,7.3686765393438325,8.877737893473116,6.68177530169487
6,0,screen,test,k_random_300,all,inject,,300,0.17994675040245056,300,1.3206998132331949,1.3832319195086897,0.9552573785185814
6,0,screen,test,k_attr_1000,all,inject,,1000,0.17994675040245056,1000,10.881149438117955,13.142575529394302,10.507185012102127
6,0,screen,test,k_random_1000,all,inject,,1000,0.17994675040245056,1000,1.6563815468371934,1.8476870688937739,1.6224972903728485
6,0,screen,test,k_attr_3000,all,inject,,3000,0.17994675040245056,3000,15.678880015289797,20.33608814407021,19.832003116607666
6,0,screen,test,k_random_3000,all,inject,,3000,0.17994675040245056,3000,0.4631906102854022,1.0769722072462071,0.8447680622339249
6,0,paint,test,sel_capped,all,inject,,,0.267495721578598,24,0.023251753880793036,0.029356018189636724,-0.12064732145518064
6,0,paint,test,rand_sel_same_norm,all,inject,0,,0.267495721578598,24,0.08094105986775624,0.08306872210155054,
6,0,paint,test,rand_sel_same_norm,all,inject,1,,0.267495721578598,24,0.1261744670340348,0.12993379449471867,
6,0,paint,test,rand_sel_same_norm,all,inject,2,,0.267495721578598,24,-0.19569576277729261,-0.1925158422827967,
6,0,paint,test,sel_capped,all,remove,,,0.267495721578598,24,1.281776607799734,1.2922251433906997,1.917792484164238
6,0,paint,test,attr,all,inject,,,0.267495721578598,100,8.722822493303283,9.162780907540702,6.276656687259674
6,0,paint,test,rand_attr_same_norm,all,inject,0,,0.267495721578598,100,0.043751623138421625,0.05681489510877968,
6,0,paint,test,rand_attr_same_norm,all,inject,1,,0.267495721578598,100,-0.552248651827214,-0.5396537593458139,
6,0,paint,test,rand_attr_same_norm,all,inject,2,,0.267495721578598,100,-0.030905781152523737,-0.022372454766288963,
6,0,paint,test,attr,all,remove,,,0.267495721578598,100,25.631705142358786,27.47829052239073,55.59713840484619
6,0,paint,test,rand_attr_same_norm,all,remove,0,,0.267495721578598,100,-0.47645484174045905,-0.45423228070038485,
6,0,paint,test,rand_attr_same_norm,all,remove,1,,0.267495721578598,100,-1.4917442904243128,-1.448783473379329,
6,0,paint,test,rand_attr_same_norm,all,remove,2,,0.267495721578598,100,0.5130872168051637,0.5209682004324379,
6,0,paint,test,mlp_ceiling,all,inject,,,0.267495721578598,,77.75358923186432,82.6928282182844,
6,0,paint,test,mlp_ceiling,all,remove,,,0.267495721578598,,84.64691537687395,87.6551327054175,
6,0,paint,test,all_tc,all,inject,,,0.267495721578598,73728,68.12350547318657,74.76701438895493,51.60263776779175
6,0,paint,test,k_attr_10,all,inject,,10,0.267495721578598,10,1.1155828307801485,1.1402643931437502,0.379415531642735
6,0,paint,test,k_random_10,all,inject,,10,0.267495721578598,10,0.11057674042497245,0.11509787561232836,0.004355277633294463
6,0,paint,test,k_attr_30,all,inject,,30,0.267495721578598,30,3.5190699476707388,3.5998641206043165,2.113432437181473
6,0,paint,test,k_random_30,all,inject,,30,0.267495721578598,30,0.19929438113067688,0.2036337504312574,0.05192948738113046
6,0,paint,test,k_attr_100,all,inject,,100,0.267495721578598,100,8.722822493303283,9.162780907540702,6.276656687259674
6,0,paint,test,k_random_100,all,inject,,100,0.267495721578598,100,-0.09113528833011308,-0.085126618012488,-0.17749834805727005
6,0,paint,test,k_attr_300,all,inject,,300,0.267495721578598,300,17.08008441043991,18.099908531546717,12.193257361650467
6,0,paint,test,k_random_300,all,inject,,300,0.267495721578598,300,-0.03294462684499955,-0.02506143759136849,-0.07138766814023256
6,0,paint,test,k_attr_1000,all,inject,,1000,0.267495721578598,1000,50.6506814479637,56.78815494954003,23.33371341228485
6,0,paint,test,k_random_1000,all,inject,,1000,0.267495721578598,1000,0.3187729669561046,0.3430124713351881,0.36767267156392336
6,0,paint,test,k_attr_3000,all,inject,,3000,0.267495721578598,3000,63.03889449107236,68.47840209714849,36.01716160774231
6,0,paint,test,k_random_3000,all,inject,,3000,0.267495721578598,3000,2.1534555593472837,2.255119586815443,1.6051413491368294
7,0,cover,test,sel_capped,all,inject,,,0.29249992966651917,129,-1.78818052855374,-1.5245406134652957,-1.4212315902113914
7,0,cover,test,rand_sel_same_norm,all,inject,0,,0.29249992966651917,129,0.3517795658722678,0.3741962471352037,
7,0,cover,test,rand_sel_same_norm,all,inject,1,,0.29249992966651917,129,-0.2864385951273585,-0.2690294774724989,
7,0,cover,test,rand_sel_same_norm,all,inject,2,,0.29249992966651917,129,-0.05858577604604953,-0.04258319149980289,
7,0,cover,test,rand_sel_same_norm,all,inject,3,,0.29249992966651917,129,0.12406939041958998,0.1387783983151071,
7,0,cover,test,rand_sel_same_norm,all,inject,4,,0.29249992966651917,129,-0.3636291758794874,-0.34099610302196237,
7,0,cover,test,rand_sel_same_norm,all,inject,5,,0.29249992966651917,129,0.004340441842720644,0.027933599825231584,
7,0,cover,test,rand_sel_same_norm,all,inject,6,,0.29249992966651917,129,0.2706866629939353,0.2807411614733287,
7,0,cover,test,rand_sel_same_norm,all,inject,7,,0.29249992966651917,129,0.1040992824108522,0.11991660440008375,
7,0,cover,test,sel_uncapped,all,inject,,,0.29249992966651917,452,-14.782536222057008,-4.857791500603867,-3.1161537393927574
7,0,cover,test,sel_target,all,inject,,,0.29249992966651917,129,-1.3793944553810222,-1.1576153364540431,
7,0,cover,test,sel_xtask,all,inject,,,0.29249992966651917,126,-1.1371040633158414,-1.0431056931394511,-1.0943151079118252
7,0,cover,test,color,all,inject,,,0.29249992966651917,130,-0.13891451662813026,-0.12976884505437164,
7,0,cover,test,sel_capped,all,remove,,,0.29249992966651917,129,-6.670647782416306,-5.995900509266682,-4.766707122325897
7,0,cover,test,attr,all,inject,,,0.29249992966651917,100,-2.909390016107527,-2.401447457402348,-3.585277870297432
7,0,cover,test,rand_attr_same_norm,all,inject,0,,0.29249992966651917,100,-0.1047615564009341,-0.07780680486289074,
7,0,cover,test,rand_attr_same_norm,all,inject,1,,0.29249992966651917,100,-0.08730808955452751,-0.021415819580782557,
7,0,cover,test,rand_attr_same_norm,all,inject,2,,0.29249992966651917,100,0.00036679790219595887,0.028237137474009744,
7,0,cover,test,rand_attr_same_norm,all,inject,3,,0.29249992966651917,100,-0.5353517270934027,-0.4953074579832535,
7,0,cover,test,rand_attr_same_norm,all,inject,4,,0.29249992966651917,100,-0.061662802892281654,-0.037787208943037075,
7,0,cover,test,rand_attr_same_norm,all,inject,5,,0.29249992966651917,100,-0.125292050093595,-0.11344287624032358,
7,0,cover,test,rand_attr_same_norm,all,inject,6,,0.29249992966651917,100,0.1368054286904674,0.20947314899017067,
7,0,cover,test,rand_attr_same_norm,all,inject,7,,0.29249992966651917,100,0.7838980611572288,0.8401661363676463,
7,0,cover,test,attr,all,remove,,,0.29249992966651917,100,-10.093534483944389,55.62077151739789,105.58247566223145
7,0,cover,test,rand_attr_same_norm,all,remove,0,,0.29249992966651917,100,-6.627589784230126,-4.911922941128624,
7,0,cover,test,rand_attr_same_norm,all,remove,1,,0.29249992966651917,100,-1.2195622694968211,-1.0897220296487184,
7,0,cover,test,rand_attr_same_norm,all,remove,2,,0.29249992966651917,100,-3.2901873715761587,-2.9211053054552294,
7,0,cover,test,attr_xtask,all,inject,,,0.29249992966651917,100,-0.40020707779344633,-0.25873900503756997,-0.9226399473845959
7,0,cover,test,rand_attr_raw,all,inject,0,,0.29249992966651917,100,-0.08711450177281144,-0.07514279827233859,0.030699395574629307
7,0,cover,test,rand_attr_raw,all,inject,1,,0.29249992966651917,100,0.07583546628011639,0.08903139049492431,0.05845598643645644
7,0,cover,test,single_attr_0,all,inject,,,0.29249992966651917,1,-0.04038852456460518,-0.038066335068748104,-0.019517491455189884
7,0,cover,test,single_attr_1,all,inject,,,0.29249992966651917,1,-0.02633812714416539,-0.02382004980874792,-0.009393084474140778
7,0,cover,test,single_attr_2,all,inject,,,0.29249992966651917,1,-0.39265715430647496,-0.38271343966288895,-0.23528854362666607
7,0,cover,test,mlp_ceiling,all,inject,,,0.29249992966651917,,55.193843011924294,81.70416467697048,
7,0,cover,test,mlp_ceiling,all,remove,,,0.29249992966651917,,91.98822955720667,99.76212819751902,
7,0,cover,test,all_tc,all,inject,,,0.29249992966651917,73728,41.858181870422726,68.26391419468213,-10.897018760442734
7,0,cover,test,tc_error,all,inject,,,0.29249992966651917,,-11.857108986558785,47.555799552766615,
7,0,cover,test,k_attr_10,all,inject,,10,0.29249992966651917,10,-0.12604602355923422,-0.11519620146136537,-0.078171759378165
7,0,cover,test,k_random_10,all,inject,,10,0.29249992966651917,10,0.10276454560006476,0.10526620719812367,0.023547346063423902
7,0,cover,test,k_magnitude_10,all,inject,,10,0.29249992966651917,10,-0.2842785630366107,-0.20320013710670817,-0.4086819477379322
7,0,cover,test,k_oracle_10,all,inject,,10,0.29249992966651917,10,6.381091405120232,6.719731123651107,6.467293202877045
7,0,cover,test,k_attr_30,all,inject,,30,0.29249992966651917,30,-0.5949360085398592,-0.5508659322641491,-0.6916181650012732
7,0,cover,test,k_random_30,all,inject,,30,0.29249992966651917,30,-0.11611191370795027,-0.10903442078072781,-0.021784313139505684
7,0,cover,test,k_magnitude_30,all,inject,,30,0.29249992966651917,30,-0.8867135509103674,-0.7538895375770885,-1.1235821060836315
7,0,cover,test,k_oracle_30,all,inject,,30,0.29249992966651917,30,13.164672186092064,14.278964355408817,13.652250170707703
7,0,cover,test,k_attr_100,all,inject,,100,0.29249992966651917,100,-2.909390016107527,-2.401447457402348,-3.585277870297432
7,0,cover,test,k_random_100,all,inject,,100,0.29249992966651917,100,-0.7393626825316302,-0.722706881906093,-0.6414599716663361
7,0,cover,test,k_magnitude_100,all,inject,,100,0.29249992966651917,100,-0.5981556790147557,0.036914477554984886,-1.0157596319913864
7,0,cover,test,k_oracle_100,all,inject,,100,0.29249992966651917,100,23.279705102637692,29.850557653162976,30.031967163085938
7,0,cover,test,k_attr_300,all,inject,,300,0.29249992966651917,300,0.7128411564363502,1.6313553117770332,-2.776489406824112
7,0,cover,test,k_random_300,all,inject,,300,0.29249992966651917,300,0.45494147586637723,0.4748952571056916,0.6022713147103786
7,0,cover,test,k_magnitude_300,all,inject,,300,0.29249992966651917,300,-0.17099914424012486,1.0190408392030565,-0.32162023708224297
7,0,cover,test,k_oracle_300,all,inject,,300,0.29249992966651917,300,28.314072537749357,52.924969647379655,57.676875591278076
7,0,cover,test,k_attr_1000,all,inject,,1000,0.29249992966651917,1000,7.132415774795864,10.416921847790965,-1.632813736796379
7,0,cover,test,k_random_1000,all,inject,,1000,0.29249992966651917,1000,0.7177827392854552,0.8084403748482528,0.6158513016998768
7,0,cover,test,k_magnitude_1000,all,inject,,1000,0.29249992966651917,1000,-0.8378988634257567,1.0208869213694358,-0.9193209931254387
7,0,cover,test,k_oracle_1000,all,inject,,1000,0.29249992966651917,1000,-25.259191114850644,79.78643195035195,107.63643980026245
7,0,cover,test,k_attr_3000,all,inject,,3000,0.29249992966651917,3000,4.868610444223842,41.53271289844801,-1.1621152982115746
7,0,cover,test,k_random_3000,all,inject,,3000,0.29249992966651917,3000,1.7737837108923404,2.154902880532303,1.6914984211325645
7,0,cover,test,k_magnitude_3000,all,inject,,3000,0.29249992966651917,3000,-18.566423381165475,-3.281780933987438,-5.876004695892334
7,0,cover,test,k_oracle_3000,all,inject,,3000,0.29249992966651917,3000,-78.32289606506342,94.81636927436456,167.6866054534912
7,0,cover,test,k_attr_30,all,remove,,30,0.29249992966651917,30,12.30415411869723,29.264120377845774,40.589502453804016
7,0,cover,test,k_attr_100,all,remove,,100,0.29249992966651917,100,-10.093534483944389,55.62077151739789,105.58247566223145
7,0,cover,test,k_attr_300,all,remove,,300,0.29249992966651917,300,-58.45623525357808,73.53701197983418,212.27240562438965
7,0,cover,test,k_attr_1000,all,remove,,1000,0.29249992966651917,1000,-66.09234605874126,82.05727484202974,366.26172065734863
7,0,cover,test,mlp_ceiling,occluder_tokens,inject,,,0.29249992966651917,,2.3073116373053426,10.01816889604999,
7,0,cover,test,attr,occluder_tokens,inject,,,0.29249992966651917,,-1.504034420315148,-1.2403369158374593,
7,0,cover,test,mlp_ceiling,other_tokens,inject,,,0.29249992966651917,,-4.334328544345212,34.72414928425397,
7,0,cover,test,attr,other_tokens,inject,,,0.29249992966651917,,-1.032739871308963,-0.9571442888187259,
7,0,screen,test,sel_capped,all,inject,,,0.27154844999313354,128,1.179730924813427,1.2342012599804466,0.9493904188275337
7,0,screen,test,rand_sel_same_norm,all,inject,0,,0.27154844999313354,128,-0.3694609123656267,-0.36129908956659273,
7,0,screen,test,rand_sel_same_norm,all,inject,1,,0.27154844999313354,128,-0.2442366665810658,-0.23218335054925018,
7,0,screen,test,rand_sel_same_norm,all,inject,2,,0.27154844999313354,128,-0.42979024444957936,-0.4210873563298666,
7,0,screen,test,sel_capped,all,remove,,,0.27154844999313354,128,1.4104135209699553,1.9039349298574253,0.284640584141016
7,0,screen,test,attr,all,inject,,,0.27154844999313354,100,1.7899713926801897,2.0980053388926816,2.3376891389489174
7,0,screen,test,rand_attr_same_norm,all,inject,0,,0.27154844999313354,100,-0.7481627375227395,-0.7267327567202123,
7,0,screen,test,rand_attr_same_norm,all,inject,1,,0.27154844999313354,100,0.1974394550100289,0.3541983379582403,
7,0,screen,test,rand_attr_same_norm,all,inject,2,,0.27154844999313354,100,-0.32049065954435907,-0.26074649175346865,
7,0,screen,test,attr,all,remove,,,0.27154844999313354,100,5.296074675355323,6.106661972290023,5.506342276930809
7,0,screen,test,rand_attr_same_norm,all,remove,0,,0.27154844999313354,100,-0.13806494408150627,-0.07542974156244552,
7,0,screen,test,rand_attr_same_norm,all,remove,1,,0.27154844999313354,100,1.6883542768415083,2.087889740606868,
7,0,screen,test,rand_attr_same_norm,all,remove,2,,0.27154844999313354,100,-0.6472699687674721,-0.29258395165967127,
7,0,screen,test,mlp_ceiling,all,inject,,,0.27154844999313354,,86.32347924976081,95.02741207041595,
7,0,screen,test,mlp_ceiling,all,remove,,,0.27154844999313354,,91.75359311821981,98.46404755628208,
7,0,screen,test,all_tc,all,inject,,,0.27154844999313354,73728,52.96625618136949,79.4147223840102,39.52982723712921
7,0,screen,test,k_attr_10,all,inject,,10,0.27154844999313354,10,0.0309054755591065,0.17170258101291672,0.4030325450003147
7,0,screen,test,k_random_10,all,inject,,10,0.27154844999313354,10,-0.009240912791463884,-0.005835473651319151,0.05147752235643566
7,0,screen,test,k_attr_30,all,inject,,30,0.27154844999313354,30,-0.8531381898390755,-0.5952126577746955,-0.09374606306664646
7,0,screen,test,k_random_30,all,inject,,30,0.27154844999313354,30,0.004137558340122638,0.01011236318526296,0.3556340467184782
7,0,screen,test,k_attr_100,all,inject,,100,0.27154844999313354,100,1.7899713926801897,2.0980053388926816,2.3376891389489174
7,0,screen,test,k_random_100,all,inject,,100,0.27154844999313354,100,-0.08624120274980385,-0.0757120198730582,0.11564758606255054
7,0,screen,test,k_attr_300,all,inject,,300,0.27154844999313354,300,4.1081564335081255,4.830270237792496,3.923676908016205
7,0,screen,test,k_random_300,all,inject,,300,0.27154844999313354,300,-0.3522412067007874,-0.3340023323521111,-0.1478032791055739
7,0,screen,test,k_attr_1000,all,inject,,1000,0.27154844999313354,1000,11.045678424575822,12.988997259125526,8.050316572189331
7,0,screen,test,k_random_1000,all,inject,,1000,0.27154844999313354,1000,1.776373422432409,1.881687888545211,2.151982858777046
7,0,screen,test,k_attr_3000,all,inject,,3000,0.27154844999313354,3000,26.103921417560414,54.10331900262529,22.597889602184296
7,0,screen,test,k_random_3000,all,inject,,3000,0.27154844999313354,3000,5.3214487731865106,5.6642879213733295,4.742056876420975
7,0,paint,test,sel_capped,all,inject,,,0.21864694356918335,24,0.1542477456098701,0.15946746621954355,0.05387592245824635
7,0,paint,test,rand_sel_same_norm,all,inject,0,,0.21864694356918335,24,0.03460061876292553,0.03921294190903409,
7,0,paint,test,rand_sel_same_norm,all,inject,1,,0.21864694356918335,24,-0.03787871559668421,-0.035136052781585596,
7,0,paint,test,rand_sel_same_norm,all,inject,2,,0.21864694356918335,24,-0.012533097873745902,-0.0037544227625826614,
7,0,paint,test,sel_capped,all,remove,,,0.21864694356918335,24,-2.077768178989259,-2.0546555608029977,-1.3999256305396557
7,0,paint,test,attr,all,inject,,,0.21864694356918335,100,1.183699639641067,1.267070442807364,-0.02014658530242741
7,0,paint,test,rand_attr_same_norm,all,inject,0,,0.21864694356918335,100,0.03466195529412408,0.03996525999172502,
7,0,paint,test,rand_attr_same_norm,all,inject,1,,0.21864694356918335,100,-0.015940682940018824,-0.008814685481233289,
7,0,paint,test,rand_attr_same_norm,all,inject,2,,0.21864694356918335,100,-0.5497388835715489,-0.5432107198745904,
7,0,paint,test,attr,all,remove,,,0.21864694356918335,100,17.172920221345823,18.09320101343649,25.274455547332764
